"","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"ASV_1","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Midichloriaceae","Aquarickettsia","Aquarickettsia"
"ASV_2","Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Spirochaetaceae","Spirochaeta_2","Genus_Spirochaeta_2"
"ASV_3","Bacteria","Proteobacteria","","","Unclassified_ASV_3","Unclassified_ASV_3","Unclassified_ASV_3"
"ASV_4","Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Spirochaetaceae","Spirochaeta_2","Genus_Spirochaeta_2"
"ASV_5","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Midichloriaceae","Aquarickettsia","Aquarickettsia"
"ASV_6","Bacteria","Proteobacteria","Alphaproteobacteria","","Unclassified_ASV_6","Unclassified_ASV_6","Unclassified_ASV_6"
"ASV_7","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","P3OB-42","Family_P3OB-42","Family_P3OB-42"
"ASV_8","Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Spirochaetaceae","Spirochaeta_2","Genus_Spirochaeta_2"
"ASV_9","Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","cecorum"
"ASV_10","Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Helicobacteraceae","Family_Helicobacteraceae","Family_Helicobacteraceae"
"ASV_11","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Midichloriaceae","Aquarickettsia","Aquarickettsia"
"ASV_12","Bacteria","Proteobacteria","","","Unclassified_ASV_12","Unclassified_ASV_12","Unclassified_ASV_12"
"ASV_13","Bacteria","Patescibacteria","Gracilibacteria","JGI_0000069-P22","Unclassified_ASV_13","Unclassified_ASV_13","Unclassified_ASV_13"
"ASV_14","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Midichloriaceae","Aquarickettsia","Aquarickettsia"
"ASV_15","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae","Romboutsia","sedimentorum"
"ASV_16","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Midichloriaceae","Aquarickettsia","Aquarickettsia"
"ASV_17","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Cetobacterium","Genus_Cetobacterium"
"ASV_18","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Midichloriaceae","Aquarickettsia","Aquarickettsia"
"ASV_19","Bacteria","Chlamydiae","Chlamydiae","Chlamydiales","Unclassified_ASV_19","Unclassified_ASV_19","Unclassified_ASV_19"
"ASV_20","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Pseudoruegeria","Genus_Pseudoruegeria"
"ASV_21","Bacteria","Bacteroidetes","Bacteroidia","","Unclassified_ASV_21","Unclassified_ASV_21","Unclassified_ASV_21"
"ASV_22","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Midichloriaceae","Aquarickettsia","Aquarickettsia"
"ASV_23","Bacteria","Cyanobacteria","Oxyphotobacteria","Eurycoccales","Eurycoccales_Incertae_Sedis","Synechococcus_PCC-7336","Genus_Synechococcus_PCC-7336"
"ASV_24","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Midichloriaceae","Aquarickettsia","Aquarickettsia"
"ASV_25","Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Chungangia","Genus_Chungangia"
"ASV_26","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Midichloriaceae","Aquarickettsia","Aquarickettsia"
"ASV_27","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Midichloriaceae","Aquarickettsia","Aquarickettsia"
"ASV_28","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Midichloriaceae","Aquarickettsia","Aquarickettsia"
"ASV_29","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae","Romboutsia","Genus_Romboutsia"
"ASV_30","Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Spirochaetaceae","Spirochaeta_2","Genus_Spirochaeta_2"
"ASV_31","Bacteria","Proteobacteria","","","Unclassified_ASV_31","Unclassified_ASV_31","Unclassified_ASV_31"
"ASV_32","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Rubritaleaceae","Roseibacillus","Genus_Roseibacillus"
"ASV_33","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Weeksellaceae","Cloacibacterium","Genus_Cloacibacterium"
"ASV_34","Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","Longilinea","Genus_Longilinea"
"ASV_35","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Family_Microbacteriaceae","Family_Microbacteriaceae"
"ASV_36","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Epulopiscium","Genus_Epulopiscium"
"ASV_37","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Midichloriaceae","Aquarickettsia","Aquarickettsia"
"ASV_38","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Midichloriaceae","Aquarickettsia","Aquarickettsia"
"ASV_39","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","HIMB11","Genus_HIMB11"
"ASV_40","Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Genus_Enterococcus"
"ASV_41","Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Catenococcus","Genus_Catenococcus"
"ASV_42","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Dysgonomonadaceae","Proteiniphilum","acetatigenes"
"ASV_43","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Midichloriaceae","Aquarickettsia","Aquarickettsia"
"ASV_44","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Midichloriaceae","Aquarickettsia","Aquarickettsia"
"ASV_45","Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","Anaerolinea","Genus_Anaerolinea"
"ASV_46","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Saprospiraceae","OLB8","Genus_OLB8"
"ASV_47","Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Vibrio","Genus_Vibrio"
"ASV_48","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Midichloriaceae","Aquarickettsia","Aquarickettsia"
"ASV_49","Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Genus_Enterococcus"
"ASV_50","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Midichloriaceae","Aquarickettsia","Aquarickettsia"
"ASV_51","Bacteria","Firmicutes","Bacilli","Bacillales","Family_X","Thermicanus","Genus_Thermicanus"
"ASV_52","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Tannerellaceae","Macellibacteroides","Genus_Macellibacteroides"
"ASV_53","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Midichloriaceae","Aquarickettsia","Aquarickettsia"
"ASV_54","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Midichloriaceae","Aquarickettsia","Aquarickettsia"
"ASV_55","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Midichloriaceae","Aquarickettsia","Aquarickettsia"
"ASV_56","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Epulopiscium","Genus_Epulopiscium"
"ASV_57","Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Spirochaetaceae","Spirochaeta_2","Genus_Spirochaeta_2"
"ASV_58","Bacteria","Actinobacteria","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Genus_Bifidobacterium"
"ASV_59","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Unclassified_ASV_59","Unclassified_ASV_59","Unclassified_ASV_59"
"ASV_60","Bacteria","Proteobacteria","Alphaproteobacteria","SAR11_clade","Clade_III","Family_Clade_III","Family_Clade_III"
"ASV_61","Bacteria","Firmicutes","Bacilli","Bacillales","Sporolactobacillaceae","Sporolactobacillus","Genus_Sporolactobacillus"
"ASV_62","Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Spirochaetaceae","Spirochaeta_2","Genus_Spirochaeta_2"
"ASV_63","Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium","Genus_Corynebacterium"
"ASV_64","Bacteria","Actinobacteria","Actinobacteria","","Unclassified_ASV_64","Unclassified_ASV_64","Unclassified_ASV_64"
"ASV_65","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Vibrionimonas","Genus_Vibrionimonas"
"ASV_66","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Klebsiella","Genus_Klebsiella"
"ASV_67","Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Spirochaetaceae","Spirochaeta_2","Genus_Spirochaeta_2"
"ASV_68","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","sanxanigenens"
"ASV_69","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Midichloriaceae","Aquarickettsia","Aquarickettsia"
"ASV_70","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Cetobacterium","ceti"
"ASV_71","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Genus_Bacillus"
"ASV_72","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Midichloriaceae","Aquarickettsia","Aquarickettsia"
"ASV_73","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Mesorhizobium","Genus_Mesorhizobium"
"ASV_74","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Sandaracinaceae","Family_Sandaracinaceae","Family_Sandaracinaceae"
"ASV_75","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Family_Flavobacteriaceae","Family_Flavobacteriaceae"
"ASV_76","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfobacterales","Desulfobulbaceae","Family_Desulfobulbaceae","Family_Desulfobulbaceae"
"ASV_77","Bacteria","Proteobacteria","Gammaproteobacteria","Thiotrichales","Thiotrichaceae","Thiothrix","eikelboomii"
"ASV_78","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Saprospiraceae","Family_Saprospiraceae","Family_Saprospiraceae"
"ASV_79","Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","Anaerolinea","Genus_Anaerolinea"
"ASV_80","Bacteria","Firmicutes","Bacilli","Bacillales","Unclassified_ASV_80","Unclassified_ASV_80","Unclassified_ASV_80"
"ASV_81","Bacteria","","","","Unclassified_ASV_81","Unclassified_ASV_81","Unclassified_ASV_81"
"ASV_82","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Weeksellaceae","Moheibacter","Genus_Moheibacter"
"ASV_83","Bacteria","Proteobacteria","Alphaproteobacteria","SAR11_clade","Clade_III","Family_Clade_III","Family_Clade_III"
"ASV_84","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Anoxybacillus","Genus_Anoxybacillus"
"ASV_85","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae_1","Clostridium_sensu_stricto_1","Genus_Clostridium_sensu_stricto_1"
"ASV_86","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae","Romboutsia","Genus_Romboutsia"
"ASV_87","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Midichloriaceae","Aquarickettsia","Aquarickettsia"
"ASV_88","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Tepidimonas","Genus_Tepidimonas"
"ASV_89","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","HIMB11","Genus_HIMB11"
"ASV_90","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae_1","Clostridium_sensu_stricto_1","Genus_Clostridium_sensu_stricto_1"
"ASV_91","Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Spirochaetaceae","Spirochaeta_2","Genus_Spirochaeta_2"
"ASV_92","Bacteria","Proteobacteria","","","Unclassified_ASV_92","Unclassified_ASV_92","Unclassified_ASV_92"
"ASV_93","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Midichloriaceae","Aquarickettsia","Aquarickettsia"
"ASV_94","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae","Romboutsia","Genus_Romboutsia"
"ASV_95","Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Spirochaetaceae","Spirochaeta_2","Genus_Spirochaeta_2"
"ASV_96","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Alteromonas","Genus_Alteromonas"
"ASV_97","Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Helicobacteraceae","Family_Helicobacteraceae","Family_Helicobacteraceae"
"ASV_98","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Midichloriaceae","Aquarickettsia","Aquarickettsia"
"ASV_99","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Genus_Lactobacillus"
"ASV_100","Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Genus_Enterococcus"
"ASV_101","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Family_Rhodobacteraceae","Family_Rhodobacteraceae"
"ASV_102","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","NS5_marine_group","Genus_NS5_marine_group"
"ASV_103","Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Photobacterium","Genus_Photobacterium"
"ASV_104","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Weeksellaceae","Moheibacter","Genus_Moheibacter"
"ASV_105","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Genus_Streptococcus"
"ASV_106","Bacteria","Actinobacteria","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Genus_Bifidobacterium"
"ASV_107","Bacteria","Proteobacteria","Alphaproteobacteria","SAR11_clade","Clade_I","Clade_Ia","Genus_Clade_Ia"
"ASV_108","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Epulopiscium","Genus_Epulopiscium"
"ASV_109","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Escherichia/Shigella","Genus_Escherichia/Shigella"
"ASV_110","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Breznakia","Genus_Breznakia"
"ASV_111","Bacteria","Cyanobacteria","Oxyphotobacteria","Synechococcales","Cyanobiaceae","Synechococcus_CC9902","Genus_Synechococcus_CC9902"
"ASV_112","Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Photobacterium","damselae"
"ASV_113","Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Halieaceae","Halioglobus","Genus_Halioglobus"
"ASV_114","Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","Anaerolinea","Genus_Anaerolinea"
"ASV_115","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Ruegeria","Genus_Ruegeria"
"ASV_116","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","mle1-27","Family_mle1-27","Family_mle1-27"
"ASV_117","Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Vibrio","Genus_Vibrio"
"ASV_118","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Celeribacter","Genus_Celeribacter"
"ASV_119","Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Spirochaetaceae","Spirochaeta_2","Genus_Spirochaeta_2"
"ASV_120","Bacteria","Firmicutes","Bacilli","Bacillales","Thermoactinomycetaceae","Thermoactinomyces","vulgaris"
"ASV_121","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Genus_Pseudomonas"
"ASV_122","Bacteria","Actinobacteria","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Genus_Bifidobacterium"
"ASV_123","Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Spirochaetaceae","Spirochaeta_2","Genus_Spirochaeta_2"
"ASV_124","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Pseudoalteromonadaceae","Pseudoalteromonas","Genus_Pseudoalteromonas"
"ASV_125","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Midichloriaceae","Aquarickettsia","Aquarickettsia"
"ASV_126","Bacteria","Proteobacteria","Gammaproteobacteria","","Unclassified_ASV_126","Unclassified_ASV_126","Unclassified_ASV_126"
"ASV_127","Bacteria","Proteobacteria","Gammaproteobacteria","Coxiellales","Coxiellaceae","Coxiella","Genus_Coxiella"
"ASV_128","Bacteria","Proteobacteria","Alphaproteobacteria","SAR11_clade","Clade_III","Family_Clade_III","Family_Clade_III"
"ASV_129","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium","Genus_Novosphingobium"
"ASV_130","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Family_Rhizobiaceae","Family_Rhizobiaceae"
"ASV_131","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Midichloriaceae","Aquarickettsia","Aquarickettsia"
"ASV_132","Bacteria","Actinobacteria","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Genus_Bifidobacterium"
"ASV_133","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Neisseriaceae","Neisseria","Genus_Neisseria"
"ASV_134","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Ileibacterium","valens"
"ASV_135","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Methylobacterium","Genus_Methylobacterium"
"ASV_136","Bacteria","Planctomycetes","Phycisphaerae","Phycisphaerales","Phycisphaeraceae","Urania-1B-19_marine_sediment_group","Genus_Urania-1B-19_marine_sediment_group"
"ASV_137","Bacteria","Proteobacteria","Gammaproteobacteria","","Unclassified_ASV_137","Unclassified_ASV_137","Unclassified_ASV_137"
"ASV_138","Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Vibrio","Genus_Vibrio"
"ASV_139","Bacteria","Firmicutes","Bacilli","Lactobacillales","Leuconostocaceae","Weissella","Genus_Weissella"
"ASV_140","Bacteria","Proteobacteria","Alphaproteobacteria","SAR11_clade","Clade_III","Family_Clade_III","Family_Clade_III"
"ASV_141","Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","AKYH767","Family_AKYH767","Family_AKYH767"
"ASV_142","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","Genus_Sphingomonas"
"ASV_143","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Midichloriaceae","Aquarickettsia","Aquarickettsia"
"ASV_144","Bacteria","Planctomycetes","Planctomycetacia","Pirellulales","Pirellulaceae","Blastopirellula","Genus_Blastopirellula"
"ASV_145","Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Spirochaetaceae","Spirochaeta_2","Genus_Spirochaeta_2"
"ASV_146","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","AEGEAN-169_marine_group","Family_AEGEAN-169_marine_group","Family_AEGEAN-169_marine_group"
"ASV_147","Bacteria","Proteobacteria","Alphaproteobacteria","SAR11_clade","Clade_III","Family_Clade_III","Family_Clade_III"
"ASV_148","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Midichloriaceae","Aquarickettsia","Aquarickettsia"
"ASV_149","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Pseudoxanthomonas","taiwanensis"
"ASV_150","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter","Genus_Acinetobacter"
"ASV_151","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptococcaceae","Family_Peptococcaceae","Family_Peptococcaceae"
"ASV_152","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Midichloriaceae","Aquarickettsia","Aquarickettsia"
"ASV_153","Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Grimontia","Genus_Grimontia"
"ASV_154","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","AEGEAN-169_marine_group","Family_AEGEAN-169_marine_group","Family_AEGEAN-169_marine_group"
"ASV_155","Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium_1","timonense"
"ASV_156","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","NS5_marine_group","Genus_NS5_marine_group"
"ASV_157","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Marinifilaceae","Odoribacter","Genus_Odoribacter"
"ASV_158","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Family_Erysipelotrichaceae","Family_Erysipelotrichaceae"
"ASV_159","Bacteria","Planctomycetes","Planctomycetacia","Pirellulales","Pirellulaceae","Family_Pirellulaceae","Family_Pirellulaceae"
"ASV_160","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Erysipelotrichaceae_UCG-003","Genus_Erysipelotrichaceae_UCG-003"
"ASV_161","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae_1","Clostridium_sensu_stricto_1","Genus_Clostridium_sensu_stricto_1"
"ASV_162","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Family_Bacillaceae","Family_Bacillaceae"
"ASV_163","Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Spirochaetaceae","Spirochaeta_2","Genus_Spirochaeta_2"
"ASV_164","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Genus_Staphylococcus"
"ASV_165","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Genus_Streptococcus"
"ASV_166","Bacteria","","","","Unclassified_ASV_166","Unclassified_ASV_166","Unclassified_ASV_166"
"ASV_167","Bacteria","Proteobacteria","Gammaproteobacteria","Thiomicrospirales","Thioglobaceae","SUP05_cluster","Genus_SUP05_cluster"
"ASV_168","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Turicibacter","Genus_Turicibacter"
"ASV_169","Bacteria","Planctomycetes","Planctomycetacia","Pirellulales","Pirellulaceae","Pirellula","Genus_Pirellula"
"ASV_170","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter","Genus_Acinetobacter"
"ASV_171","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Rhodanobacteraceae","Dokdonella","Genus_Dokdonella"
"ASV_172","Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Enterovibrio","nigricans"
"ASV_173","Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Catenococcus","Genus_Catenococcus"
"ASV_174","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Saccharofermentans","Genus_Saccharofermentans"
"ASV_175","Bacteria","","","","Unclassified_ASV_175","Unclassified_ASV_175","Unclassified_ASV_175"
"ASV_176","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas","Genus_Stenotrophomonas"
"ASV_177","Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Rubinisphaeraceae","Rubinisphaera","Genus_Rubinisphaera"
"ASV_178","Bacteria","","","","Unclassified_ASV_178","Unclassified_ASV_178","Unclassified_ASV_178"
"ASV_179","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Weeksellaceae","Cloacibacterium","Genus_Cloacibacterium"
"ASV_180","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Midichloriaceae","Aquarickettsia","Aquarickettsia"
"ASV_181","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcus_2","Genus_Ruminococcus_2"
"ASV_182","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","NS5_marine_group","Genus_NS5_marine_group"
"ASV_183","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Unclassified_ASV_183","Unclassified_ASV_183","Unclassified_ASV_183"
"ASV_184","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Epulopiscium","Genus_Epulopiscium"
"ASV_185","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Family_Enterobacteriaceae","Family_Enterobacteriaceae"
"ASV_186","Archaea","Euryarchaeota","Methanobacteria","Methanobacteriales","Methanobacteriaceae","Methanobacterium","Genus_Methanobacterium"
"ASV_187","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","SN8","Genus_SN8"
"ASV_188","Bacteria","Proteobacteria","Gammaproteobacteria","Legionellales","Legionellaceae","Family_Legionellaceae","Family_Legionellaceae"
"ASV_189","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Turicibacter","Genus_Turicibacter"
"ASV_190","Bacteria","Proteobacteria","Alphaproteobacteria","SAR11_clade","Clade_II","Family_Clade_II","Family_Clade_II"
"ASV_191","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Turicibacter","Genus_Turicibacter"
"ASV_192","Archaea","Euryarchaeota","Thermoplasmata","Marine_Group_II","Unclassified_ASV_192","Unclassified_ASV_192","Unclassified_ASV_192"
"ASV_193","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","Peredibacter","Genus_Peredibacter"
"ASV_194","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Family_Rhodobacteraceae","Family_Rhodobacteraceae"
"ASV_195","Bacteria","Cyanobacteria","Oxyphotobacteria","Synechococcales","Cyanobiaceae","Synechococcus_CC9902","Genus_Synechococcus_CC9902"
"ASV_196","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfobacterales","Desulfobulbaceae","Family_Desulfobulbaceae","Family_Desulfobulbaceae"
"ASV_197","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Midichloriaceae","Aquarickettsia","Aquarickettsia"
"ASV_198","Bacteria","Deinococcus-Thermus","Deinococci","Thermales","Thermaceae","Thermus","Genus_Thermus"
"ASV_199","Bacteria","Planctomycetes","Planctomycetacia","Pirellulales","Pirellulaceae","Family_Pirellulaceae","Family_Pirellulaceae"
"ASV_200","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Cryomorphaceae","Family_Cryomorphaceae","Family_Cryomorphaceae"
"ASV_201","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Family_Lachnospiraceae","Family_Lachnospiraceae"
